country,date,confirmed,deaths,recovered
US,"Jul 19, 2020 @ 00:00:00.000",3711413,140756,1122720
US,"Jul 20, 2020 @ 00:00:00.000",3773260,141201,1131121
US,"Jul 21, 2020 @ 00:00:00.000",3834677,141715,1160087
US,"Jul 22, 2020 @ 00:00:00.000",3899211,142824,1182018
US,"Jul 23, 2020 @ 00:00:00.000",3970121,144035,1210849
US,"Jul 24, 2020 @ 00:00:00.000",4038816,145156,1233269
US,"Jul 25, 2020 @ 00:00:00.000",4112531,146279,1261624
US,"Jul 26, 2020 @ 00:00:00.000",4178970,147180,1279414
US,"Jul 27, 2020 @ 00:00:00.000",4233923,147657,1297863
US,"Jul 28, 2020 @ 00:00:00.000",4290337,148782,1325804
US,"Jul 29, 2020 @ 00:00:00.000",4356206,150150,1355363
US,"Jul 30, 2020 @ 00:00:00.000",4426982,151586,1389425
US,"Jul 31, 2020 @ 00:00:00.000",4495015,152802,1414155
US,"Aug 1, 2020 @ 00:00:00.000",4562107,154048,1438160
US,"Aug 2, 2020 @ 00:00:00.000",4620592,155159,1461885
US,"Aug 3, 2020 @ 00:00:00.000",4668172,155565,1468689
US,"Aug 4, 2020 @ 00:00:00.000",4713540,156104,1513446
US,"Aug 5, 2020 @ 00:00:00.000",4771080,157482,1528979
US,"Aug 6, 2020 @ 00:00:00.000",4823890,158854,1577851
US,"Aug 7, 2020 @ 00:00:00.000",4883582,160104,1598624
US,"Aug 8, 2020 @ 00:00:00.000",4941755,161347,1623870
US,"Aug 9, 2020 @ 00:00:00.000",4997929,162423,1643118
US,"Aug 10, 2020 @ 00:00:00.000",5044864,162938,1656864
US,"Aug 11, 2020 @ 00:00:00.000",5094400,163463,1670755
US,"Aug 12, 2020 @ 00:00:00.000",5141208,164527,1714960
US,"Aug 13, 2020 @ 00:00:00.000",5197411,166034,1753760
US,"Aug 14, 2020 @ 00:00:00.000",5248958,167110,1774648
US,"Aug 15, 2020 @ 00:00:00.000",5313252,168452,1796326
US,"Aug 16, 2020 @ 00:00:00.000",5361165,169481,1818527
US,"Aug 17, 2020 @ 00:00:00.000",5403213,170052,1833067
US,"Aug 18, 2020 @ 00:00:00.000",5438325,170497,1865580
US,"Aug 19, 2020 @ 00:00:00.000",5482416,171821,1898159
US,"Aug 20, 2020 @ 00:00:00.000",5529824,173177,1925049
US,"Aug 21, 2020 @ 00:00:00.000",5573847,174255,1947035
US,"Aug 22, 2020 @ 00:00:00.000",5622540,175370,1965056
US,"Aug 23, 2020 @ 00:00:00.000",5667112,176353,1985484
